ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001682360-24-000003	YES	101	0001682360	CEDAR STREET EMERGING MARKETS VALUE FUND, L.P.	455 N Cityfront Plaza Drive	SUITE 1710	CHICAGO	IL	ILLINOIS	60611	312-669-0563	DELAWARE							Limited Partnership		overFiveYears	
0002044633-24-000001	YES	101	0002044633	Lakeshore Ventures Fund 5, LLC	70 Federal Street	6th Floor	Boston	MA	MASSACHUSETTS	02129	603-518-8112	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001898671-24-000002	YES	101	0001898671	Satori Thematic Partners, LP	3230 Camp Bowie Blvd	SUITE 725	FORT WORTH	TX	TEXAS	76107	817-200-7805	DELAWARE							Limited Partnership		withinFiveYears	2021
0001693606-24-000001	YES	101	0001693606	CEDAR STREET INTERNATIONAL SMALL CAP FUND L.P.	455 N CITYFRONT PLAZA DRIVE	SUITE 1710	CHICAGO	IL	ILLINOIS	60611	312-669-0563	DELAWARE							Limited Partnership		overFiveYears	
0002050420-24-000001	YES	101	0002050420	JLAM REP REIT, LLC	246 REHOBOTH AVENUE		REHOBOTH BEACH	DE	DELAWARE	19971	302.226.6645	DELAWARE							Limited Liability Company		withinFiveYears	2023
0001789804-24-000002	YES	101	0001789804	Satori Co-Investment Partners, LP	2501 N. HARWOOD STREET	20TH FLOOR, SUITE 2001	DALLAS	TX	TEXAS	75201	2143906270	DELAWARE							Limited Partnership		withinFiveYears	2019
0001985209-24-000001	YES	101	0001985209	ASF VIII Sidecar, L.P.	C/O ALPINVEST US HOLDINGS, LLC	ONE VANDERBILT AVENUE, SUITE 3400	NEW YORK	NY	NEW YORK	10017	646-735-4293	DELAWARE							Limited Partnership		withinFiveYears	2023
0001985209-24-000001	NO	102	0001985223	ASF VIII Sidecar (Cayman), L.P.	C/O ALPINVEST US HOLDINGS, LLC	ONE VANDERBILT AVENUE, SUITE 3400	NEW YORK	NY	NEW YORK	10017	646-735-4293	CAYMAN ISLANDS							Other	CAYMAN ISLANDS EXEMPTED LIMITED PARTNERSHIP	withinFiveYears	2023
0001900829-24-000002	YES	101	0001900829	Satori Co-Investment Partners II, LP	2501 N. HARWOOD ST.	SUITE 2001	DALLAS	TX	TEXAS	75201	8889728674	DELAWARE							Limited Partnership		withinFiveYears	2021
0001759133-24-000002	YES	101	0001759133	bioProtonics, Inc.	27 W. ANAPAMU ST., STE. 353		SANTA BARBARA	CA	CALIFORNIA	93101	805-252-7190	DELAWARE							Corporation		overFiveYears	
0002046317-24-000001	YES	101	0002046317	Stonepeak Core Fund - N (Side Car) LP	55 HUDSON YARDS	550 WEST 34TH STREET, 48TH FLOOR	NEW YORK	NY	NEW YORK	10001	212-907-5100	DELAWARE							Limited Partnership		withinFiveYears	2024
0001989381-24-000001	YES	101	0001989381	Satori Neuro Co-Invest LP	3230 Camp Bowie Blvd	SUITE 725	FORT WORTH	TX	TEXAS	76107	2143906281	DELAWARE							Limited Partnership		withinFiveYears	2023
0002049350-24-000001	YES	101	0002049350	BARRYS PEP CO-INVEST, LP	PRINCETON EQUITY GROUP	2601 OLIVE STREET, SUITE 1400	DALLAS	TX	TEXAS	75201	(214) 252-8400	DELAWARE							Limited Partnership		withinFiveYears	2024
0001920978-24-000001	YES	101	0001920978	Satori Environmental Partners, LP	3230 Camp Bowie Blvd	SUITE 725	FORT WORTH	TX	TEXAS	76107	2143906281	DELAWARE							Limited Partnership		withinFiveYears	2022
0002050421-24-000001	YES	101	0002050421	Palmer Logistics (MIDWEST 3) Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050433-24-000001	YES	101	0002050433	Palmer Logistics (MIDWEST 2) Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001679721-24-000001	YES	101	0001679721	Satori Capital III, LP	2501 N. HARWOOD STREET	20TH FLOOR	DALLAS	TX	TEXAS	75201	214-390-6270	DELAWARE							Limited Partnership		overFiveYears	
0002050447-24-000001	YES	101	0002050447	Leonie Logistics (DC) Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001963602-24-000001	YES	101	0001963602	THOMA BRAVO EUROPE FUND, L.P.	110 N. WACKER DRIVE, 32ND FLOOR		CHICAGO	IL	ILLINOIS	60606	(312) 254-3300	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0002050457-24-000001	YES	101	0002050457	Jubilee Logistics (Sunbelt 3) Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050393-24-000001	YES	101	0002050393	Plane OSS LLC	1875 MISSION STREET, SUITE 103		SAN FRANCISCO	CA	CALIFORNIA	94103	949-981-7029	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050459-24-000001	YES	101	0002050459	Jubilee Logistics (Sunbelt 1) Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050481-24-000001	YES	101	0002050481	Crimson Hawk Fund I LP	300 CARNEGIE CENTER DRIVE	SUITE 140	PRINCETON	NJ	NEW JERSEY	08540	(609) 917-7900	DELAWARE							Limited Partnership		withinFiveYears	2024
0001548214-24-000002	YES	101	0001548214	Satori Alpha, LP	3230 Camp Bowie Blvd	SUITE 725	FORT WORTH	TX	TEXAS	76109	214-390-6270	DELAWARE							Limited Partnership		overFiveYears	
0002050462-24-000001	YES	101	0002050462	Finlayson Logistics Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001634574-24-000002	YES	101	0001634574	Satori Alpha II, LP	3230 Camp Bowie Blvd	SUITE 725	FT. WORTH	TX	TEXAS	76107	817-200-7805	DELAWARE				Satori Alpha II, L.P.			Limited Partnership		overFiveYears	
0002049503-24-000002	YES	101	0002049308	1300 Patricia LLC	115 CAMARON STREET		SAN ANTONIO	TX	TEXAS	78205	210-452-3083	TEXAS							Limited Liability Company		withinFiveYears	2024
0002050464-24-000001	YES	101	0002050464	Dawson Logistics Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001501320-24-000002	YES	101	0001501320	Satori Capital Strategic Opportunities, LP	2501 N. HARWOOD STREET	20TH FLOOR	DALLAS	TX	TEXAS	75201	214 390 6270	DELAWARE				Satori Capital Strategic Opportunities, L.P.			Limited Partnership		overFiveYears	
0002049129-24-000001	YES	101	0002049129	OLYSC1, L.P.	METRO CENTER, 4TH FLOOR	ONE STATION PLACE	STAMFORD	CT	CONNECTICUT	06902	(203) 353-5900	DELAWARE							Limited Partnership		withinFiveYears	2024
0002049488-24-000001	YES	101	0002049488	Pinnacle Trilogy BTR OZ Fund II, LP	1421 34th Avenue	Suite 215	Seattle	WA	WASHINGTON	98122	(425)736-7084	DELAWARE							Limited Partnership		withinFiveYears	2024
0002050461-24-000001	YES	101	0002050461	Canterbury Logistics (MSB 3) Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002032327-24-000001	YES	101	0002032327	Amptiv Biosciences, Inc.	6566 EBURY CIRCLE		HUDSON	OH	OHIO	44236	(740) 501-2330	DELAWARE							Corporation		withinFiveYears	2024
0002050460-24-000001	YES	101	0002050460	Canterbury Logistics (MSB 2) Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050437-24-000001	YES	101	0002050437	Cairnhill Logistics (ESB) Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050142-24-000001	YES	101	0002050142	Intellectus Ventures, LLC, Series 12	1050 BATTERY STREET	SUITE 100	SAN FRANCISCO	CA	CALIFORNIA	94111	(415) 795-7830	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050441-24-000001	YES	101	0002050441	Anson Logistics Assets LLC	C/O MAPLETREE US MANAGEMENT LLC	5 BRYANT PARK, 28TH FLOOR	NEW YORK	NY	NEW YORK	10018	646-908-6300	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050024-24-000001	YES	101	0002050024	Northbrook at Reeb Lane, LLC	117 SOUTH LEXINGTON STREET	SUITE 100	HARRISONVILLE	MO	MISSOURI	64701	646-267-3053	WYOMING							Limited Liability Company		withinFiveYears	2024
0001881845-24-000001	YES	101	0001881845	Gymble, Inc.	5520 SUNCREST CT		CHARLOTTE	NC	NORTH CAROLINA	28215	7572929726	DELAWARE							Corporation		withinFiveYears	2020
0002050210-24-000001	YES	101	0002050210	Artificial Generalized Intelligence Solutions, Inc.	5353 SUMMIT LAKE DRIVE		JACKSONVILLE	FL	FLORIDA	32258	(423) 329-8990	DELAWARE	Artificial Generalized Intelligence Solutions, LLC						Corporation		withinFiveYears	2019
0002049990-24-000002	YES	101	0002049991	ASF IX Infrastructure Private Investors Offshore SICAV-RAIF S.C.Sp.	6, Route de Treves		Senningerberg	N4	LUXEMBOURG	2633	353 1 619 2312	LUXEMBOURG							Other	a Luxembourg special limited partnership	withinFiveYears	2024
0001715181-24-000002	YES	101	0001715181	Paulson Capital Holding Company, LLC	10220 SW Greenburg Road, Suite 380		PORTLAND	OR	OREGON	97223	312-940-8327	DELAWARE							Limited Liability Company		overFiveYears	
0001693928-24-000002	YES	101	0001693928	Alluvial Fund LP	816 Thorn Street		Sewickley	PA	PENNSYLVANIA	15143	4123682321	DELAWARE							Limited Partnership		overFiveYears	
0002045272-24-000004	YES	101	0002045272	Small Step, Inc.	682 LIVE OAK ST	APT 3	MENLO PARK	CA	CALIFORNIA	94025	5202407398	DELAWARE							Corporation		withinFiveYears	2024
0002050339-24-000001	YES	101	0002050339	ERA Investors Fund 9, LLC	40 WEST 25TH STREET, 9TH FLOOR		NEW YORK	NY	NEW YORK	10010	917-791-2524	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002031522-24-000010	YES	101	0002031522	NexPoint Small Bay II DST	300 CRESCENT COURT	SUITE 700	DALLAS	TX	TEXAS	75201	(833) 697-6246	DELAWARE							Other	Delaware Statutory Trust	withinFiveYears	2024
0002050426-24-000001	YES	101	0002050426	OurCrowd (Investment in Ayar) L.P.	28 HEBRON ROAD		JERUSALEM	L3	ISRAEL	9108001	009726369300	VIRGIN ISLANDS, BRITISH							Limited Partnership		withinFiveYears	2024
0002049747-24-000001	YES	101	0002049747	AVSF - XEnergy 2024, LLC	70 Federal Street	6th Floor	Boston	MA	MASSACHUSETTS	02129	603-518-8112	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002027690-24-000002	NO	104	0002027692	AUA Private Equity Family Investors III, LLC	1 NORTH CLEMATIS STREET, SUITE 500		WEST PALM BEACH	FL	FLORIDA	33401	(561) 851-9500	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002027690-24-000002	NO	102	0002028574	AUA Private Equity Parallel Fund III, LP	1 NORTH CLEMATIS STREET, SUITE 500		WEST PALM BEACH	FL	FLORIDA	33401	(561) 851-9500	DELAWARE							Limited Partnership		withinFiveYears	2023
0002027690-24-000002	YES	101	0002027690	AUA Private Equity Fund III, LP	1 NORTH CLEMATIS STREET, SUITE 500		WEST PALM BEACH	FL	FLORIDA	33401	(561) 851-9500	DELAWARE							Limited Partnership		withinFiveYears	2023
0002027690-24-000002	NO	103	0002028084	AUA Private Equity Investors III, LLC	1 NORTH CLEMATIS STREET, SUITE 500		WEST PALM BEACH	FL	FLORIDA	33401	(561) 851-9500	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002049503-24-000001	YES	101	0002049503	1st SA Capital Venture LLC	8226 PLUM VALLEY DRIVE		SAN ANTONIO	TX	TEXAS	78255	239-989-7873	TEXAS							Limited Liability Company		withinFiveYears	2024
0002036524-24-000001	YES	101	0002036524	EquityZen Growth Technology Fund LLC - Series 1971	30 BROAD STREET	SUITE 1200	NEW YORK	NY	NEW YORK	10004	8774906121	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002049990-24-000001	YES	101	0002049990	ASF IX Infrastructure Private Investors, LLC	390 MADISON AVENUE	32nd Floor	NEW YORK	NY	NEW YORK	10017	212-464-0447	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001576079-24-000001	YES	101	0001576079	AM Global Core Fund, LLC	230 Royal Palm Way	SUITE 200	WEST PALM BEACH	FL	FLORIDA	33480	561-319-6744	DELAWARE							Limited Liability Company		overFiveYears	
0002050449-24-000001	YES	101	0002050449	GAMBIT CAPITAL FUND LIMITED PARTNERSHIP	382 NE 191ST ST	STE 987156	MIAMI	FL	FLORIDA	33179	(212) 951-1089	WYOMING							Limited Partnership		withinFiveYears	2024
0001948123-24-000006	YES	101	0001948123	Forever 8 Fund, LLC	234 5TH AVE		NEW YORK	NY	NEW YORK	10001	646-216-7992	DELAWARE							Limited Liability Company		withinFiveYears	2020
0002048552-24-000001	YES	101	0002048552	REVNA BIOSCIENCES, INC.	300 WELSH ROAD	BUILDING ONE, SUITE 100	HORSHAM	PA	PENNSYLVANIA	19044	2154218502	DELAWARE							Corporation		overFiveYears	
0001948123-24-000005	YES	101	0001948123	Forever 8 Fund, LLC	234 5TH AVE		NEW YORK	NY	NEW YORK	10001	646-216-7992	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001921177-24-000003	YES	101	0001921177	Mendoza Ventures Growth Inclusion Fund I, LP	207 NEWBURY STREET	FLOOR 3	BOSTON	MA	MASSACHUSETTS	02116	617-505-61702	DELAWARE							Limited Partnership		withinFiveYears	2022
0001825295-24-000006	YES	101	0001825295	Remote Care Partners, Inc.	4030 HENDERSON BLVD	SUITE 598	TAMPA	FL	FLORIDA	33629	813.385.1676	FLORIDA							Corporation		overFiveYears	
0001948123-24-000004	YES	101	0001948123	Forever 8 Fund, LLC	234 5TH AVE		NEW YORK	NY	NEW YORK	10001	646-216-7992	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001948123-24-000003	YES	101	0001948123	Forever 8 Fund, LLC	234 5TH AVE		NEW YORK	NY	NEW YORK	10001	646-216-7992	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001212214-24-000001	YES	101	0001212214	LION INDUSTRIAL TRUST	230 PARK AVENUE	12TH FLOOR	NEW YORK	NY	NEW YORK	10169	2128832500	MARYLAND							Business Trust		overFiveYears	
0002048771-24-000002	YES	101	0002048771	Mindscale AI Inc.	2261 MARKET STREET, STE 10225		SAN FRANCISCO	CA	CALIFORNIA	94114	(650) 665-5075	DELAWARE							Corporation		withinFiveYears	2024
0001921171-24-000002	YES	101	0001921171	Mendoza Ventures Growth Fund III, LP	207 NEWBURY STREET	FLOOR 3	BOSTON	MA	MASSACHUSETTS	02116	617-505-6070	DELAWARE							Limited Partnership		withinFiveYears	2022
0001948123-24-000002	YES	101	0001948123	Forever 8 Fund, LLC	234 5TH AVE		NEW YORK	NY	NEW YORK	10001	646-216-7992	DELAWARE							Limited Liability Company		withinFiveYears	2020
0002050476-24-000001	YES	101	0002050476	CrunchAtlas, Inc.	848 ELM STREET		MANCHESTER	NH	NEW HAMPSHIRE	03101	603-858-1197	DELAWARE	CrunchAtlas LLC						Corporation		withinFiveYears	2024
0001948123-24-000001	YES	101	0001948123	Forever 8 Fund, LLC	234 5TH AVE		NEW YORK	NY	NEW YORK	10001	646-216-7992	DELAWARE							Limited Liability Company		withinFiveYears	2020
0002013722-24-000002	YES	101	0002013722	Washington Abstract, Inc.	2108 N ST, STE 4260		SACRAMENTO	CA	CALIFORNIA	95816	507-615-4305	DELAWARE							Corporation		withinFiveYears	2020
0001989817-24-000063	YES	101	0001989817	HPS Corporate Capital Solutions Fund	40 WEST 57TH STREET, 33RD FLOOR		NEW YORK	NY	NEW YORK	10019	212-287-6767	DELAWARE							Business Trust		withinFiveYears	2023
0001997304-24-000003	YES	101	0001997304	Altfund Options Strategy LP	5135 Mohegan Lane		Frisco	TX	TEXAS	75034	469-438-7081	DELAWARE							Limited Partnership		withinFiveYears	2023
0002045670-24-000001	YES	101	0002045670	ARCTOS KEYSTONE STAR CIV, LP	4550 TRAVIS STREET, SUITE 300		DALLAS	TX	TEXAS	75205	(972) 918-3800	DELAWARE							Limited Partnership		withinFiveYears	2024
0002048556-24-000001	YES	101	0002048556	Gaingels Databricks 2024 LLC	C/O GAINGELS MANAGEMENT LLC	3 MAIN STREET - SUITE 214	BURLINGTON	VT	VERMONT	05401	773 837 1889	VERMONT							Limited Liability Company		withinFiveYears	2024
0002050488-24-000001	YES	101	0002050488	North Point Investment Fund, L.P.	212 Elm Street, Suite 1		New Canaan	CT	CONNECTICUT	06840	203-716-6110	DELAWARE							Limited Partnership		withinFiveYears	2024
0002047473-24-000001	YES	101	0002047473	GGP SPV-1, LLC - Series 2	36 ROBIN HOOD ROAD		POUND RIDGE	NY	NEW YORK	10576	646-226-1015	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001598715-24-000001	YES	101	0001598715	Belle Isle Craft Spirits, Inc.	615 Maury Street		Richmond	VA	VIRGINIA	23224	8046770947	VIRGINIA							Corporation		overFiveYears	
0002047480-24-000001	YES	101	0002047480	GGP SPV-1, LLC - Series 1	36 ROBIN HOOD ROAD		POUND RIDGE	NY	NEW YORK	10576	646-226-1015	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050452-24-000002	YES	101	0002050452	BGAC Main LLC	677 HARMON STREET		BIRMINGHAM	MI	MICHIGAN	48009	248-939-3877	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001585151-24-000002	YES	101	0001585151	Performing Capital, LP	1200 N FEDERAL HIGHWAY SUITE 200		BOCA RATON	FL	FLORIDA	33432	561-210-8518	DELAWARE							Limited Partnership		overFiveYears	
0002050208-24-000001	YES	101	0002050208	TPILLC Holdings LLC	6001 NORTH OCEAN DRIVE, NO. 1202		HOLLYWOOD	FL	FLORIDA	33019	800-426-3660	DELAWARE	The Pacific Institute, LLC						Limited Liability Company		overFiveYears	
0001617125-24-000003	YES	101	0001617125	MemorialCare Surgical Center at Orange Coast, LLC	18111 BROOKHURST ST.	SUITE 3200	FOUNTAIN VALLEY	CA	CALIFORNIA	92708	(714) 369-1106	CALIFORNIA							Limited Liability Company		overFiveYears	
0000898432-24-001050	YES	101	0001563568	Envirotech Vehicles, Inc.	1425 Ohlendorf Road		Osceola	AR	ARKANSAS	72370	(870) 970-3355	DELAWARE				ADOMANI, INC.	Adomani, Inc.		Corporation		overFiveYears	
0002046343-24-000001	YES	101	0002046343	EquityZen Growth Technology Fund LLC - Series 2017	30 BROAD STREET	SUITE 1200	NEW YORK	NY	NEW YORK	10004	8774906121	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002047936-24-000002	YES	101	0002047920	Cerberus SFR IDF Partners Series Interests of the SALI Multi-Series Fund, L.P.	6850 AUSTIN CENTER BLVD SUITE	#300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		withinFiveYears	2023
0001982139-24-000002	YES	101	0001982139	K8 Fund I, LP	215 SULLIVAN ST.		NEW YORK	NY	NEW YORK	10012	7183603998	DELAWARE							Limited Partnership		withinFiveYears	2024
0002047936-24-000001	YES	101	0002047919	Blueberry Hill Insurance Fund Series Interests of the SALI Multi-Series Fund, L.P.	6850 AUSTIN CENTER BLVD SUITE	#300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		withinFiveYears	2023
0001315863-24-000894	YES	101	0002049189	PetroCap Partners IV, L.P.	5950 BERKSHIRE LANE, SUITE 1200		DALLAS	TX	TEXAS	75225	214.383.7340	DELAWARE							Limited Partnership		withinFiveYears	2024
0002050252-24-000001	YES	101	0002050252	Gaia Ventures SPV LLC, Series I	21 LONG ISLAND AVENUE SUITE 2256		SAG HARBOR	NY	NEW YORK	11963	917-993-6056	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050469-24-000001	YES	101	0002050469	WAGMI 134 - WAGMI Master LLC	7751 HOLLOW WAY		IRVING	TX	TEXAS	75063	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001837632-24-000001	YES	101	0001837632	H1 Insights, Inc.	373 Park Avenue South, 4th Floor		NEW YORK	NY	NEW YORK	10016	9175756456	DELAWARE							Corporation		overFiveYears	
0002050427-24-000001	YES	101	0002050427	OurCrowd (Investment in Uko) L.P.	28 HEBRON ROAD		JERUSALEM	L3	ISRAEL	9108001	009726369300	VIRGIN ISLANDS, BRITISH							Limited Partnership		withinFiveYears	2024
0002050193-24-000001	YES	101	0002050193	VERBENA VIOLET INVESTORS LLC	1934 OLD GALLOWS ROAD	SUITE 350	VIENNA	VA	VIRGINIA	22182	703-589-0336	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002035739-24-000001	YES	101	0002035739	Hudson Bay Real Estate Opportunities Fund LP	290 Harbor Drive, 3rd Floor		Stamford	CT	CONNECTICUT	06902	203-718-5690	DELAWARE							Limited Partnership		withinFiveYears	2024
0002007006-24-000002	YES	101	0002007006	Capacity Capital Fund II, LP	918 NORMAL AVE		CHATTANOOGA	TN	TENNESSEE	37405	423.313.2535	DELAWARE							Limited Partnership		withinFiveYears	2023
0001879128-24-000004	YES	101	0001879128	Quilt Holdco, Inc.	135 W. 50TH STREET		NEW YORK	NY	NEW YORK	10020	646-637-6147	DELAWARE							Corporation		withinFiveYears	2021
0001879128-24-000004	NO	102	0001879138	Quilt Holdings, LP	135 W. 50TH STREET		NEW YORK	NY	NEW YORK	10020	646-637-6147	DELAWARE							Limited Partnership		withinFiveYears	2021
0002007022-24-000002	YES	101	0002007022	Riceberg Ventures Premier Fund I, LP	GSTALDERSTRASSE 10		ADLISWIL	V8	SWITZERLAND	8134	41 779918389	DELAWARE							Limited Partnership		withinFiveYears	2023
0002050360-24-000001	YES	101	0002050360	JETSON SUPPLY CHAIN TECHNOLOGIES INC.	88 LEONARD ST, APT. 902		NEW YORK	NY	NEW YORK	10013	2153752177	DELAWARE							Corporation		withinFiveYears	2023
0002050397-24-000001	YES	101	0002050397	River Health Jul 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002050398-24-000001	YES	101	0002050398	Innerworks Oct 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002049310-24-000003	YES	101	0002001115	LHS V Private Equity Partners LP	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	2129021000	DELAWARE							Limited Partnership		withinFiveYears	2023
