ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0000912282-24-000923	Other			Decline to Disclose		06b	false		2024-12-19		false	true									true	Common shares were issued as consideration for the previously announced purchase of the remaining 40% interest in the Galena Complex to consolidate the current Galena joint venture, a ongoing mining project in Idaho, USA.	0		8868834	8868834	0	C$1.4370=US$1.00. Offering amount and total amount sold represents value of common shares issued.	false		12	0		0			0			false
0002034847-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-24		false					true					false		2000		67000	67000	0		false		9	0		0			0			false
0002050313-24-000001	Pooled Investment Fund	Venture Capital Fund	false	No Revenues		3C, 3C.1	false		2020-10-15		false					true					false		2500		272230	272230	0		false		28	0		0			0			false
0001999188-24-000001	Other			Decline to Disclose		06b	true	0001999188-23-000001	2023-10-16		false								true	SAFE (simple agreement for future equity)	false		0		200000	100000	100000		false		2	0		0			12000	true		false
0001682360-24-000003	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001682360-24-000001	2016-07-27		true					true					false		500000		Indefinite	86863791	Indefinite		false		28	0		0			0		A MANAGEMENT FEE WILL BE PAID TO CEDAR STREET ASSET MANAGEMENT LLC, WHICH IS THE GENERAL PARTNER OF THE ISSUER.	false
0002044633-24-000001	Pooled Investment Fund	Venture Capital Fund	false	$1 - $1,000,000		06c, 3C, 3C.1	false			true	false	true				true					false		25000		Indefinite	0	Indefinite		false		0	0		0			0			false
0001898671-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001898671-24-000001	2021-11-01		true					true					false		1000000		Indefinite	52040000	Indefinite		false		75	0		0			0	true		false
0001693606-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001682360-24-000002	2016-12-13		true					true					false		500000		Indefinite	178459851	Indefinite		false		33	0		0			0		A management fee will be paid to Cedar Street Asset Management LLC, which is the General Partner of the issuer.	false
0002050420-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-17		false	true									false		1000		125000	123000	2000		false		123	12000		0			0			false
0001789804-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001789804-24-000001	2021-01-01		true					true					false		2000000		Indefinite	96715001	Indefinite		false		163	15406		0			0			false
0001985209-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001985209-23-000001	2023-11-30		true					true					false		0		Indefinite	316355174	Indefinite		false		24	0		0			0			false
0001900829-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001900829-24-000001	2021-12-01		true					true					false		2000000		Indefinite	7920000	Indefinite		false		25	3750		0			0			false
0001759133-24-000002	Other			Decline to Disclose		06b	false		2024-12-31		false	true									false		0		2701248	2701248	0		false		18	0		0			0			false
0002046317-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001989381-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001989381-23-000001	2023-09-01		true					true					false		0		Indefinite	3252000	Indefinite		false		24	720		0			0			false
0002049350-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	Such fees, if any, will only be paid upon the sale of interests to certain investors, and such amounts will not be finalized until completion of the offering.	0		The general partner is entitled to a performance allocation. The investment manager is entitled to a management fee. The performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0001920978-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001920978-23-000001	2022-04-01		true					true					false		250000		Indefinite	23930116	Indefinite		false		39	0		0			0			false
0002050421-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0002050433-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0001679721-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001679721-23-000001	2016-04-13		true					true					false		1000000		Indefinite	153052347	Indefinite		false		101	0		0			0	true		false
0002050447-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0001963602-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001963602-23-000002	2023-10-26		false	true				true					false		0		Indefinite	1533960907	Indefinite	"The ""Total Amount Sold"" is based on the respective European Central Bank currency conversion rate of EUR to USD on each date of sale."	false		71	0	true	0	true	"No sales compensation will be payable to Thoma Bravo Capital Markets, LLC (""TBCM"") or its personnel; however, TBCM will receive certain expense reimbursements from the Issuer's investment adviser."	0	true	The general partner is entitled to carried interest. An affiliate of the general partner is entitled to a management fee. The carried interest and management fee are fully disclosed in the Issuer's confidential offering materials.	false
0002050457-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0002050393-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Not Applicable		06b, 3C, 3C.7	false		2024-12-27		false					true					false		0		58000000	2725000	55275000		false		3	0		0			0			false
0002050459-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0002050481-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b	false		2024-12-02		false	true				true					false		0		20000000	425000	19575000		false		5	0		0			0			false
0001548214-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001548214-24-000001	2011-03-22		true					true					false		1000000		Indefinite	758683951	Indefinite		false		89	0	true	0	true		0	true		false
0002050462-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0001634574-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001634574-24-000001	2015-03-26		true					true					false		1000000		Indefinite	755845663	Indefinite		false		147	21860	true	0	true		0	true		false
0002049503-24-000002	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		7000000	7000000	0		true	0	0	0		0			0			false
0002050464-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0001501320-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001501320-24-000001	2010-10-13		true					true					false		1000000		Indefinite	234218753	Indefinite		false		126	0	true	0	true		0	true		false
0002049129-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2024-12-16		false	true				true					false		0		Indefinite	50000000	Indefinite		false		0	0	true	0	true		0	true		false
0002049488-24-000001	Other Real Estate			Decline to Disclose		06c	false		2024-12-20		false	true									false		250000		75000000	2200000	72800000		false		3	450000	true	0			2625000	true	The GP is estimated to receive this amount for structuring the offering of the securities and asset management services.	false
0002050461-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0002032327-24-000001	Other Health Care			Decline to Disclose		06b	false		2024-12-18		false			true							false		0		200000	200000	0		false		1	0		0			0			false
0002050460-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0002050437-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0002050142-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-12-17		false					true					false		10000		Indefinite	885000	Indefinite		false		15	0		0	true	The Series Manger or its affiliates may pay (at their own expense) placement or brokerage fees to certain brokerdealers, finders or other financial intermediaries who introduce investors to the Series.	0	true	The proceeds of the offering will be used for general corporate purposes, which will include the payment of management fees to the Series Manager.	false
0002050441-24-000001	REITS and Finance			Decline to Disclose		06b	false		2024-12-16		false	true									false		1000		125000	125000	0		false		125	6250		0			0			false
0002050024-24-000001	Commercial			No Revenues		06b	false		2024-12-27		false	true									false		25000		2500000	625000	1875000		true	3	8	0		0			102000		One-time acquisition Fee to our Manager	false
0001881845-24-000001	Other Technology			Decline to Disclose		06b	false		2024-12-16		false								true	Simple Agreement for Future Equity (SAFE)	false		0		500000	250000	250000		false		3	0		0			0			false
0002050210-24-000001	Other Technology			Decline to Disclose		06b	false		2024-12-17		false	true									false		0		Indefinite	250000	Indefinite	The offering is ongoing.	false		2	0		0			0			false
0002049990-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2024-12-23		false					true					false		250000		Indefinite	90700000	Indefinite		false		49	621000	true	0			0			false
0001715181-24-000002	Investment Banking			Decline to Disclose		06c	true	0001715181-24-000001	2024-09-20		false	true		true							false		100000		10000000	2450000	7550000		false		5	216000		0			0			false
0001693928-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001693928-23-000002	2017-01-03		true					true					false		100000		Indefinite	56198222	Indefinite		false		97	0		0			0			false
0002045272-24-000004	Other Technology			$1 - $1,000,000		06b	true	0002045272-24-000002	2024-11-05		false								true	SAFE (Simple Agreement for Future Equity)	false		0		Indefinite	175000	Indefinite		false		9	0		0			207000	true	Some funds will be used to pay salaries of the officers starting in Jan/Feb of 2025. Exact amount to depend on total raised in the round, but somewhere around $180,000 split between 3 founders with 15% for benefits.	false
0002050339-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	A portion of the proceeds will be used to pay salaries of Related Persons.	false
0002031522-24-000010	Other Real Estate			Decline to Disclose		06c, 3C, 3C.5	true	0002031522-24-000009	2024-07-18		false	true									false		100000		38775526	36665154	2110372	Regarding Item 11, the Issuer may accept smaller investments in the Sponsor's sole discretion.	false		113	3392859	true	0	true	Sales Commissions include estimates of the maximum amount of Selling Commissions and Dealer Fees that may be paid.	1135653	true	Item 16 is an estimate of offering expenses and acquisition/facilitation fees that may accrue to one or more Related Persons.	false
0002050426-24-000001	Pooled Investment Fund	Venture Capital Fund	false	No Revenues		06b	false		2024-12-16		false					true					false		10000		500000	404250	95750		false		9	0		0			0	true	General Partner will receive a management fee of a percentage of investment under agreement.	false
0002049747-24-000001	Pooled Investment Fund	Venture Capital Fund	false	$1 - $1,000,000		06b, 3C, 3C.1	false		2024-12-21		false	true				true					false		10000		1037500	1037500	0		false		67	0		0			0			false
0002027690-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0002027690-24-000001	2024-08-21		true					true					false		0		Indefinite	204436000	Indefinite		false		61	6500000	true	0			0			false
0002049503-24-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		3000000	3000000	0		true	0	0	0		0			0			false
0002036524-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-12-24		false	true				true					false		10010		636845	636845	0		false		39	31842		0			0			false
0002049990-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2024-12-23		false					true					false		250000		Indefinite	146615000	Indefinite		false		82	718100	true	0			0			false
0001576079-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C, 3C.1	true	0001576079-23-000002	2013-04-27		true					true					false		500000		Indefinite	69452560	Indefinite		false		71	0		0			0			false
0002050449-24-000001	Other Technology			Decline to Disclose		06c, 4a5, 3C, 3C.1, 3C.7	false			true	false	true				true					false		100000		10000000	0	10000000	Expandable to $100,000,000 in the General Partner's sole discretion.	false		0	0	true	0	true	See the Issuer's Offering Memorandum.	0	true	See the Issuer's Offering Memorandum.	false
